Organism Latin Name,Level 1 Category,Level 2 Category,KEGG ID,Pathway Name,URL
Tarenaya hassleriana (spider flower),Metabolism,Global and overview maps,ko01230,Biosynthesis of amino acids,https://www.kegg.jp/pathway/thj01230
Tarenaya hassleriana (spider flower),Metabolism,Global and overview maps,ko01232,Nucleotide metabolism,https://www.kegg.jp/pathway/thj01232
Tarenaya hassleriana (spider flower),Metabolism,Global and overview maps,ko01250,Biosynthesis of nucleotide sugars,https://www.kegg.jp/pathway/thj01250
Tarenaya hassleriana (spider flower),Metabolism,Global and overview maps,ko01240,Biosynthesis of cofactors,https://www.kegg.jp/pathway/thj01240
Tarenaya hassleriana (spider flower),Metabolism,Global and overview maps,ko01310,Nitrogen cycle,https://www.kegg.jp/pathway/thj01310
Tarenaya hassleriana (spider flower),Metabolism,Global and overview maps,ko01320,Sulfur cycle,https://www.kegg.jp/pathway/thj01320
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00010,Glycolysis / Gluconeogenesis,https://www.kegg.jp/pathway/thj00010
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00020,Citrate cycle (TCA cycle),https://www.kegg.jp/pathway/thj00020
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00030,Pentose phosphate pathway,https://www.kegg.jp/pathway/thj00030
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00040,Pentose and glucuronate interconversions,https://www.kegg.jp/pathway/thj00040
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00051,Fructose and mannose metabolism,https://www.kegg.jp/pathway/thj00051
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00052,Galactose metabolism,https://www.kegg.jp/pathway/thj00052
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00053,Ascorbate and aldarate metabolism,https://www.kegg.jp/pathway/thj00053
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00500,Starch and sucrose metabolism,https://www.kegg.jp/pathway/thj00500
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00620,Pyruvate metabolism,https://www.kegg.jp/pathway/thj00620
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00630,Glyoxylate and dicarboxylate metabolism,https://www.kegg.jp/pathway/thj00630
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00640,Propanoate metabolism,https://www.kegg.jp/pathway/thj00640
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00650,Butanoate metabolism,https://www.kegg.jp/pathway/thj00650
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00660,C5-Branched dibasic acid metabolism,https://www.kegg.jp/pathway/thj00660
Tarenaya hassleriana (spider flower),Metabolism,Carbohydrate metabolism,ko00562,Inositol phosphate metabolism,https://www.kegg.jp/pathway/thj00562
Tarenaya hassleriana (spider flower),Metabolism,Energy metabolism,ko00190,Oxidative phosphorylation,https://www.kegg.jp/pathway/thj00190
Tarenaya hassleriana (spider flower),Metabolism,Energy metabolism,ko00195,Photosynthesis,https://www.kegg.jp/pathway/thj00195
Tarenaya hassleriana (spider flower),Metabolism,Energy metabolism,ko00196,Photosynthesis - antenna proteins,https://www.kegg.jp/pathway/thj00196
Tarenaya hassleriana (spider flower),Metabolism,Energy metabolism,ko00710,Carbon fixation by Calvin cycle,https://www.kegg.jp/pathway/thj00710
Tarenaya hassleriana (spider flower),Metabolism,Energy metabolism,ko00910,Nitrogen metabolism,https://www.kegg.jp/pathway/thj00910
Tarenaya hassleriana (spider flower),Metabolism,Energy metabolism,ko00920,Sulfur metabolism,https://www.kegg.jp/pathway/thj00920
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00061,Fatty acid biosynthesis,https://www.kegg.jp/pathway/thj00061
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00062,Fatty acid elongation,https://www.kegg.jp/pathway/thj00062
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00071,Fatty acid degradation,https://www.kegg.jp/pathway/thj00071
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00073,"Cutin, suberine and wax biosynthesis",https://www.kegg.jp/pathway/thj00073
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00100,Steroid biosynthesis,https://www.kegg.jp/pathway/thj00100
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00561,Glycerolipid metabolism,https://www.kegg.jp/pathway/thj00561
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00564,Glycerophospholipid metabolism,https://www.kegg.jp/pathway/thj00564
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00565,Ether lipid metabolism,https://www.kegg.jp/pathway/thj00565
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00600,Sphingolipid metabolism,https://www.kegg.jp/pathway/thj00600
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00590,Arachidonic acid metabolism,https://www.kegg.jp/pathway/thj00590
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00591,Linoleic acid metabolism,https://www.kegg.jp/pathway/thj00591
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko00592,alpha-Linolenic acid metabolism,https://www.kegg.jp/pathway/thj00592
Tarenaya hassleriana (spider flower),Metabolism,Lipid metabolism,ko01040,Biosynthesis of unsaturated fatty acids,https://www.kegg.jp/pathway/thj01040
Tarenaya hassleriana (spider flower),Metabolism,Nucleotide metabolism,ko00230,Purine metabolism,https://www.kegg.jp/pathway/thj00230
Tarenaya hassleriana (spider flower),Metabolism,Nucleotide metabolism,ko00240,Pyrimidine metabolism,https://www.kegg.jp/pathway/thj00240
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00250,"Alanine, aspartate and glutamate metabolism",https://www.kegg.jp/pathway/thj00250
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00260,"Glycine, serine and threonine metabolism",https://www.kegg.jp/pathway/thj00260
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00270,Cysteine and methionine metabolism,https://www.kegg.jp/pathway/thj00270
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00280,"Valine, leucine and isoleucine degradation",https://www.kegg.jp/pathway/thj00280
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00290,"Valine, leucine and isoleucine biosynthesis",https://www.kegg.jp/pathway/thj00290
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00300,Lysine biosynthesis,https://www.kegg.jp/pathway/thj00300
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00310,Lysine degradation,https://www.kegg.jp/pathway/thj00310
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00220,Arginine biosynthesis,https://www.kegg.jp/pathway/thj00220
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00330,Arginine and proline metabolism,https://www.kegg.jp/pathway/thj00330
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00340,Histidine metabolism,https://www.kegg.jp/pathway/thj00340
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00350,Tyrosine metabolism,https://www.kegg.jp/pathway/thj00350
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00360,Phenylalanine metabolism,https://www.kegg.jp/pathway/thj00360
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00380,Tryptophan metabolism,https://www.kegg.jp/pathway/thj00380
Tarenaya hassleriana (spider flower),Metabolism,Amino acid metabolism,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",https://www.kegg.jp/pathway/thj00400
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of other amino acids,ko00410,beta-Alanine metabolism,https://www.kegg.jp/pathway/thj00410
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of other amino acids,ko00430,Taurine and hypotaurine metabolism,https://www.kegg.jp/pathway/thj00430
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of other amino acids,ko00440,Phosphonate and phosphinate metabolism,https://www.kegg.jp/pathway/thj00440
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of other amino acids,ko00450,Selenocompound metabolism,https://www.kegg.jp/pathway/thj00450
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of other amino acids,ko00460,Cyanoamino acid metabolism,https://www.kegg.jp/pathway/thj00460
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of other amino acids,ko00470,D-Amino acid metabolism,https://www.kegg.jp/pathway/thj00470
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of other amino acids,ko00480,Glutathione metabolism,https://www.kegg.jp/pathway/thj00480
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00520,Amino sugar and nucleotide sugar metabolism,https://www.kegg.jp/pathway/thj00520
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00541,Biosynthesis of various nucleotide sugars,https://www.kegg.jp/pathway/thj00541
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00510,N-Glycan biosynthesis,https://www.kegg.jp/pathway/thj00510
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00513,Various types of N-glycan biosynthesis,https://www.kegg.jp/pathway/thj00513
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00514,Other types of O-glycan biosynthesis,https://www.kegg.jp/pathway/thj00514
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00531,Glycosaminoglycan degradation,https://www.kegg.jp/pathway/thj00531
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,https://www.kegg.jp/pathway/thj00563
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00601,Glycosphingolipid biosynthesis - lacto and neolacto series,https://www.kegg.jp/pathway/thj00601
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00603,Glycosphingolipid biosynthesis - globo and isoglobo series,https://www.kegg.jp/pathway/thj00603
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00604,Glycosphingolipid biosynthesis - ganglio series,https://www.kegg.jp/pathway/thj00604
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00511,Other glycan degradation,https://www.kegg.jp/pathway/thj00511
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00540,Lipopolysaccharide biosynthesis,https://www.kegg.jp/pathway/thj00540
Tarenaya hassleriana (spider flower),Metabolism,Glycan biosynthesis and metabolism,ko00543,Exopolysaccharide biosynthesis,https://www.kegg.jp/pathway/thj00543
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00730,Thiamine metabolism,https://www.kegg.jp/pathway/thj00730
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00740,Riboflavin metabolism,https://www.kegg.jp/pathway/thj00740
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00750,Vitamin B6 metabolism,https://www.kegg.jp/pathway/thj00750
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00760,Nicotinate and nicotinamide metabolism,https://www.kegg.jp/pathway/thj00760
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00770,Pantothenate and CoA biosynthesis,https://www.kegg.jp/pathway/thj00770
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00780,Biotin metabolism,https://www.kegg.jp/pathway/thj00780
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00785,Lipoic acid metabolism,https://www.kegg.jp/pathway/thj00785
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00790,Folate biosynthesis,https://www.kegg.jp/pathway/thj00790
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00670,One carbon pool by folate,https://www.kegg.jp/pathway/thj00670
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00860,Porphyrin metabolism,https://www.kegg.jp/pathway/thj00860
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of cofactors and vitamins,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,https://www.kegg.jp/pathway/thj00130
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of terpenoids and polyketides,ko00900,Terpenoid backbone biosynthesis,https://www.kegg.jp/pathway/thj00900
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of terpenoids and polyketides,ko00902,Monoterpenoid biosynthesis,https://www.kegg.jp/pathway/thj00902
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of terpenoids and polyketides,ko00909,Sesquiterpenoid and triterpenoid biosynthesis,https://www.kegg.jp/pathway/thj00909
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of terpenoids and polyketides,ko00904,Diterpenoid biosynthesis,https://www.kegg.jp/pathway/thj00904
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of terpenoids and polyketides,ko00906,Carotenoid biosynthesis,https://www.kegg.jp/pathway/thj00906
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of terpenoids and polyketides,ko00905,Brassinosteroid biosynthesis,https://www.kegg.jp/pathway/thj00905
Tarenaya hassleriana (spider flower),Metabolism,Metabolism of terpenoids and polyketides,ko00908,Zeatin biosynthesis,https://www.kegg.jp/pathway/thj00908
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00940,Phenylpropanoid biosynthesis,https://www.kegg.jp/pathway/thj00940
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",https://www.kegg.jp/pathway/thj00945
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00941,Flavonoid biosynthesis,https://www.kegg.jp/pathway/thj00941
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00944,Flavone and flavonol biosynthesis,https://www.kegg.jp/pathway/thj00944
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00942,Anthocyanin biosynthesis,https://www.kegg.jp/pathway/thj00942
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00901,Indole alkaloid biosynthesis,https://www.kegg.jp/pathway/thj00901
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00950,Isoquinoline alkaloid biosynthesis,https://www.kegg.jp/pathway/thj00950
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",https://www.kegg.jp/pathway/thj00960
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00232,Caffeine metabolism,https://www.kegg.jp/pathway/thj00232
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00965,Betalain biosynthesis,https://www.kegg.jp/pathway/thj00965
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00966,Glucosinolate biosynthesis,https://www.kegg.jp/pathway/thj00966
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00261,Monobactam biosynthesis,https://www.kegg.jp/pathway/thj00261
Tarenaya hassleriana (spider flower),Metabolism,Biosynthesis of other secondary metabolites,ko00999,Biosynthesis of various plant secondary metabolites,https://www.kegg.jp/pathway/thj00999
Tarenaya hassleriana (spider flower),Genetic Information Processing,Transcription,ko03020,RNA polymerase,https://www.kegg.jp/pathway/thj03020
Tarenaya hassleriana (spider flower),Genetic Information Processing,Transcription,ko03022,Basal transcription factors,https://www.kegg.jp/pathway/thj03022
Tarenaya hassleriana (spider flower),Genetic Information Processing,Transcription,ko03040,Spliceosome,https://www.kegg.jp/pathway/thj03040
Tarenaya hassleriana (spider flower),Genetic Information Processing,Translation,ko03010,Ribosome,https://www.kegg.jp/pathway/thj03010
Tarenaya hassleriana (spider flower),Genetic Information Processing,Translation,ko00970,Aminoacyl-tRNA biosynthesis,https://www.kegg.jp/pathway/thj00970
Tarenaya hassleriana (spider flower),Genetic Information Processing,Translation,ko03013,Nucleocytoplasmic transport,https://www.kegg.jp/pathway/thj03013
Tarenaya hassleriana (spider flower),Genetic Information Processing,Translation,ko03015,mRNA surveillance pathway,https://www.kegg.jp/pathway/thj03015
Tarenaya hassleriana (spider flower),Genetic Information Processing,Translation,ko03008,Ribosome biogenesis in eukaryotes,https://www.kegg.jp/pathway/thj03008
Tarenaya hassleriana (spider flower),Genetic Information Processing,"Folding, sorting and degradation",ko03060,Protein export,https://www.kegg.jp/pathway/thj03060
Tarenaya hassleriana (spider flower),Genetic Information Processing,"Folding, sorting and degradation",ko04141,Protein processing in endoplasmic reticulum,https://www.kegg.jp/pathway/thj04141
Tarenaya hassleriana (spider flower),Genetic Information Processing,"Folding, sorting and degradation",ko04130,SNARE interactions in vesicular transport,https://www.kegg.jp/pathway/thj04130
Tarenaya hassleriana (spider flower),Genetic Information Processing,"Folding, sorting and degradation",ko04120,Ubiquitin mediated proteolysis,https://www.kegg.jp/pathway/thj04120
Tarenaya hassleriana (spider flower),Genetic Information Processing,"Folding, sorting and degradation",ko04122,Sulfur relay system,https://www.kegg.jp/pathway/thj04122
Tarenaya hassleriana (spider flower),Genetic Information Processing,"Folding, sorting and degradation",ko03050,Proteasome,https://www.kegg.jp/pathway/thj03050
Tarenaya hassleriana (spider flower),Genetic Information Processing,"Folding, sorting and degradation",ko03018,RNA degradation,https://www.kegg.jp/pathway/thj03018
Tarenaya hassleriana (spider flower),Genetic Information Processing,Replication and repair,ko03030,DNA replication,https://www.kegg.jp/pathway/thj03030
Tarenaya hassleriana (spider flower),Genetic Information Processing,Replication and repair,ko03410,Base excision repair,https://www.kegg.jp/pathway/thj03410
Tarenaya hassleriana (spider flower),Genetic Information Processing,Replication and repair,ko03420,Nucleotide excision repair,https://www.kegg.jp/pathway/thj03420
Tarenaya hassleriana (spider flower),Genetic Information Processing,Replication and repair,ko03430,Mismatch repair,https://www.kegg.jp/pathway/thj03430
Tarenaya hassleriana (spider flower),Genetic Information Processing,Replication and repair,ko03440,Homologous recombination,https://www.kegg.jp/pathway/thj03440
Tarenaya hassleriana (spider flower),Genetic Information Processing,Replication and repair,ko03450,Non-homologous end-joining,https://www.kegg.jp/pathway/thj03450
Tarenaya hassleriana (spider flower),Genetic Information Processing,Replication and repair,ko03460,Fanconi anemia pathway,https://www.kegg.jp/pathway/thj03460
Tarenaya hassleriana (spider flower),Genetic Information Processing,Chromosome,ko03082,ATP-dependent chromatin remodeling,https://www.kegg.jp/pathway/thj03082
Tarenaya hassleriana (spider flower),Genetic Information Processing,Chromosome,ko03083,Polycomb repressive complex,https://www.kegg.jp/pathway/thj03083
Tarenaya hassleriana (spider flower),Genetic Information Processing,Information processing in viruses,ko03250,Viral life cycle - HIV-1,https://www.kegg.jp/pathway/thj03250
Tarenaya hassleriana (spider flower),Genetic Information Processing,Information processing in viruses,ko03272,Virion - Hepatitis viruses,https://www.kegg.jp/pathway/thj03272
Tarenaya hassleriana (spider flower),Environmental Information Processing,Membrane transport,ko02010,ABC transporters,https://www.kegg.jp/pathway/thj02010
Tarenaya hassleriana (spider flower),Environmental Information Processing,Signal transduction,ko04016,MAPK signaling pathway - plant,https://www.kegg.jp/pathway/thj04016
Tarenaya hassleriana (spider flower),Environmental Information Processing,Signal transduction,ko04070,Phosphatidylinositol signaling system,https://www.kegg.jp/pathway/thj04070
Tarenaya hassleriana (spider flower),Environmental Information Processing,Signal transduction,ko04075,Plant hormone signal transduction,https://www.kegg.jp/pathway/thj04075
Tarenaya hassleriana (spider flower),Environmental Information Processing,Signaling molecules and interaction,ko04082,Neuroactive ligand signaling,https://www.kegg.jp/pathway/thj04082
Tarenaya hassleriana (spider flower),Environmental Information Processing,Signaling molecules and interaction,ko04081,Hormone signaling,https://www.kegg.jp/pathway/thj04081
Tarenaya hassleriana (spider flower),Cellular Processes,Transport and catabolism,ko04144,Endocytosis,https://www.kegg.jp/pathway/thj04144
Tarenaya hassleriana (spider flower),Cellular Processes,Transport and catabolism,ko04145,Phagosome,https://www.kegg.jp/pathway/thj04145
Tarenaya hassleriana (spider flower),Cellular Processes,Transport and catabolism,ko04142,Lysosome,https://www.kegg.jp/pathway/thj04142
Tarenaya hassleriana (spider flower),Cellular Processes,Transport and catabolism,ko04146,Peroxisome,https://www.kegg.jp/pathway/thj04146
Tarenaya hassleriana (spider flower),Cellular Processes,Transport and catabolism,ko04136,Autophagy - other,https://www.kegg.jp/pathway/thj04136
Tarenaya hassleriana (spider flower),Cellular Processes,Transport and catabolism,ko04148,Efferocytosis,https://www.kegg.jp/pathway/thj04148
Tarenaya hassleriana (spider flower),Cellular Processes,Cell motility,ko04814,Motor proteins,https://www.kegg.jp/pathway/thj04814
Tarenaya hassleriana (spider flower),Cellular Processes,Cell motility,ko04820,Cytoskeleton in muscle cells,https://www.kegg.jp/pathway/thj04820
Tarenaya hassleriana (spider flower),Organismal Systems,Immune system,ko04620,Toll-like receptor signaling pathway,https://www.kegg.jp/pathway/thj04620
Tarenaya hassleriana (spider flower),Organismal Systems,Digestive system,ko04981,Folate transport and metabolism,https://www.kegg.jp/pathway/thj04981
Tarenaya hassleriana (spider flower),Organismal Systems,Development and regeneration,ko04382,Cornified envelope formation,https://www.kegg.jp/pathway/thj04382
Tarenaya hassleriana (spider flower),Organismal Systems,Environmental adaptation,ko04712,Circadian rhythm - plant,https://www.kegg.jp/pathway/thj04712
Tarenaya hassleriana (spider flower),Organismal Systems,Environmental adaptation,ko04626,Plant-pathogen interaction,https://www.kegg.jp/pathway/thj04626
Tarenaya hassleriana (spider flower),Human Diseases,Infectious disease: bacterial,ko05100,Bacterial invasion of epithelial cells,https://www.kegg.jp/pathway/thj05100
Carica papaya (papaya),Metabolism,Global and overview maps,ko01100,Metabolic pathways,https://www.kegg.jp/pathway/cpap01100
Carica papaya (papaya),Metabolism,Global and overview maps,ko01110,Biosynthesis of secondary metabolites,https://www.kegg.jp/pathway/cpap01110
Carica papaya (papaya),Metabolism,Global and overview maps,ko01200,Carbon metabolism,https://www.kegg.jp/pathway/cpap01200
Carica papaya (papaya),Metabolism,Global and overview maps,ko01210,2-Oxocarboxylic acid metabolism,https://www.kegg.jp/pathway/cpap01210
Carica papaya (papaya),Metabolism,Global and overview maps,ko01212,Fatty acid metabolism,https://www.kegg.jp/pathway/cpap01212
Carica papaya (papaya),Metabolism,Global and overview maps,ko01230,Biosynthesis of amino acids,https://www.kegg.jp/pathway/cpap01230
Carica papaya (papaya),Metabolism,Global and overview maps,ko01232,Nucleotide metabolism,https://www.kegg.jp/pathway/cpap01232
Carica papaya (papaya),Metabolism,Global and overview maps,ko01250,Biosynthesis of nucleotide sugars,https://www.kegg.jp/pathway/cpap01250
Carica papaya (papaya),Metabolism,Global and overview maps,ko01240,Biosynthesis of cofactors,https://www.kegg.jp/pathway/cpap01240
Carica papaya (papaya),Metabolism,Global and overview maps,ko01310,Nitrogen cycle,https://www.kegg.jp/pathway/cpap01310
Carica papaya (papaya),Metabolism,Global and overview maps,ko01320,Sulfur cycle,https://www.kegg.jp/pathway/cpap01320
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00010,Glycolysis / Gluconeogenesis,https://www.kegg.jp/pathway/cpap00010
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00020,Citrate cycle (TCA cycle),https://www.kegg.jp/pathway/cpap00020
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00030,Pentose phosphate pathway,https://www.kegg.jp/pathway/cpap00030
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00040,Pentose and glucuronate interconversions,https://www.kegg.jp/pathway/cpap00040
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00051,Fructose and mannose metabolism,https://www.kegg.jp/pathway/cpap00051
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00052,Galactose metabolism,https://www.kegg.jp/pathway/cpap00052
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00053,Ascorbate and aldarate metabolism,https://www.kegg.jp/pathway/cpap00053
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00500,Starch and sucrose metabolism,https://www.kegg.jp/pathway/cpap00500
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00620,Pyruvate metabolism,https://www.kegg.jp/pathway/cpap00620
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00630,Glyoxylate and dicarboxylate metabolism,https://www.kegg.jp/pathway/cpap00630
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00640,Propanoate metabolism,https://www.kegg.jp/pathway/cpap00640
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00650,Butanoate metabolism,https://www.kegg.jp/pathway/cpap00650
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00660,C5-Branched dibasic acid metabolism,https://www.kegg.jp/pathway/cpap00660
Carica papaya (papaya),Metabolism,Carbohydrate metabolism,ko00562,Inositol phosphate metabolism,https://www.kegg.jp/pathway/cpap00562
Carica papaya (papaya),Metabolism,Energy metabolism,ko00190,Oxidative phosphorylation,https://www.kegg.jp/pathway/cpap00190
Carica papaya (papaya),Metabolism,Energy metabolism,ko00195,Photosynthesis,https://www.kegg.jp/pathway/cpap00195
Carica papaya (papaya),Metabolism,Energy metabolism,ko00196,Photosynthesis - antenna proteins,https://www.kegg.jp/pathway/cpap00196
Carica papaya (papaya),Metabolism,Energy metabolism,ko00710,Carbon fixation by Calvin cycle,https://www.kegg.jp/pathway/cpap00710
Carica papaya (papaya),Metabolism,Energy metabolism,ko00910,Nitrogen metabolism,https://www.kegg.jp/pathway/cpap00910
Carica papaya (papaya),Metabolism,Energy metabolism,ko00920,Sulfur metabolism,https://www.kegg.jp/pathway/cpap00920
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00061,Fatty acid biosynthesis,https://www.kegg.jp/pathway/cpap00061
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00062,Fatty acid elongation,https://www.kegg.jp/pathway/cpap00062
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00071,Fatty acid degradation,https://www.kegg.jp/pathway/cpap00071
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00073,"Cutin, suberine and wax biosynthesis",https://www.kegg.jp/pathway/cpap00073
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00100,Steroid biosynthesis,https://www.kegg.jp/pathway/cpap00100
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00561,Glycerolipid metabolism,https://www.kegg.jp/pathway/cpap00561
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00564,Glycerophospholipid metabolism,https://www.kegg.jp/pathway/cpap00564
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00565,Ether lipid metabolism,https://www.kegg.jp/pathway/cpap00565
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00600,Sphingolipid metabolism,https://www.kegg.jp/pathway/cpap00600
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00590,Arachidonic acid metabolism,https://www.kegg.jp/pathway/cpap00590
Carica papaya (papaya),Metabolism,Lipid metabolism,ko00591,Linoleic acid metabolism,https://www.kegg.jp/pathway/cpap00591
